,Index number,City,State,River,Jam date,Water year,Jam type,Latitude,Longitude,Gage number,Ahps id,Current condition,Damages
20354,1476,Algonac,MI,St. Clair River,02/01/1942,1942,Break-up,42.61833333,-82.53111111,?,-,-,Shipping losses
20355,5509,Pyrites,NY,Grass River,03/09/1942,1942,-,44.52444444,-75.18722222,04265000,-,-,?
20356,5576,Perry Mills,NY,Great Chazy River,03/10/1942,1942,-,45,-73.5,04271500,-,-,?
20357,3836,Delhi,NY,Little Delaware River,03/09/1942,1942,-,42.25222222,-74.91111111,01422500,-,-,?
20358,5457,McKeever,NY,Middle Branch Moose River,01/16/1942,1942,-,43.62777777,-75.07916666,04254000,-,-,?
20359,4081,Savona,NY,Mud Creek,03/09/1942,1942,-,42.30805555,-77.1875,01529000,-,-,?
20360,3868,Oakland Valley,NY,Neversink River,03/09/1942,1942,-,41.49583333,-74.64722222,01437000,-,-,?
20361,3693,Burtonsville,NY,Schoharie Creek,03/09/1942,1942,-,42.8,-74.265,01351500,-,-,?
20362,3682,Prattsville,NY,Schoharie Creek,03/09/1942,1942,-,42.31944444,-74.44333333,01350000,-,-,?
20363,5182,Fremont,OH,Sandusky River,01/06/1942,1942,-,41.30777777,-83.16527777,04198000,-,-,?
20364,5166,Mexico,OH,Sandusky River,02/07/1942,1942,-,41.04416666,-83.18722222,04197000,-,-,?
20365,1394,Tiffin,OH,Sandusky River,01/29/1942,1942,-,41.125,-83.17111111,-,-,-,?
20366,5141,Stryker,OH,Tiffin River,02/21/1942,1942,-,41.50444444,-84.43166666,04185000,-,-,?
20367,8517,International Boundary,MT,Milk River,03/10/1942,1942,-,48.93333333,-112.83166666,06132500,-,-,?
20368,8512,International Boundary,MT,Milk River,04/02/1942,1942,-,48.93333333,-112.83166666,06132500,-,-,?
20369,8686,Nashua,MT,Milk River,03/20/1942,1942,-,48.12972222,-106.35416666,06174500,-,-,?
20370,8308,Nashua,MT,Missouri River,01/02/1942,1942,-,47.8175,-110.66583333,06090800,-,-,?
20371,8292,Vaughn,MT,Muddy Creek,03/09/1942,1942,-,47.56166666,-111.53972222,06088500,-,-,?
20372,8539,Browning,MT,North Fork Milk River,04/03/1942,1942,-,48.97083333,-113.05861111,06133500,-,-,?
20373,8792,Bredette,MT,Poplar River,03/17/1942,1942,-,48.41666666,-105.20555555,06180500,-,-,?
20374,9092,Moorhead,MT,Powder River,03/12/1942,1942,-,45.06777777,-105.8725,06324500,-,-,?
20375,8144,Twin Bridges,MT,Ruby River,01/09/1942,1942,-,45.50777777,-112.33222222,06023000,-,-,?
20376,8773,International Boundary,MT,West Fork Poplar River,03/14/1942,1942,-,49,-106.36666666,06179500,-,-,?
20377,8783,Richland,MT,West Fork Poplar River,03/10/1942,1942,-,48.83333333,-106.08333333,06179500,-,-,?
20378,3916,Trenton,NJ,Delaware River,02/04/1942,1942,-,40.22166666,-74.77722222,01463500,-,-,?
20379,6290,Portland,ND,Goose River,04/05/1942,1942,-,47.53888888,-97.46194444,05065500,-,-,?
20380,9257,Watford City,ND,Little Missouri River,03/11/1942,1942,-,47.59027777,-103.26388888,06337000,-,-,?
20381,20010718112306,Williston,ND,Missouri River,11/24/1941,1942,Freeze-up,48.11111111,-103.725,06330000,-,-,?
20382,9177,Williston,ND,Missouri River,03/13/1942,1942,-,48.11111111,-103.725,06330000,-,-,?
20383,6682,Neche,ND,Pembina River,03/26/1942,1942,-,48.98888888,-97.55833333,05100000,-,-,?
20384,6649,Walhalla,ND,Pembina River,04/05/1942,1942,-,48.91388888,-97.93055555,05099600,-,-,?
20385,6936,Bantry,ND,Souris River,04/13/1942,1942,-,48.50555555,-100.44333333,05122000,-,-,?
20386,6886,Minot,ND,Souris River,04/05/1942,1942,-,48.24583333,-101.3725,05117500,-,-,?
20387,6855,Sherwood,ND,Souris River,03/25/1942,1942,-,48.99,-101.96194444,05114000,-,-,?
20388,6898,Verendrye,ND,Souris River,04/06/1942,1942,-,48.15972222,-100.72611111,05120000,-,-,?
20389,6956,Westhope,ND,Souris River,04/10/1942,1942,-,48.99638888,-100.96194444,05124000,-,-,?
20390,6569,Park River,ND,South Branch Park River,04/03/1942,1942,-,48.41388888,-97.85388888,05088000,-,-,?
20391,6915,Karlsruhe,ND,Wintering River,04/05/1942,1942,-,48.17055555,-100.53944444,05120500,-,-,?
20392,10355,Lewellen,NE,Blue Creek,01/03/1942,1942,-,41.33527777,-102.16722222,06687000,-,-,?
20393,10709,Burwell,NE,Calamus River,01/17/1942,1942,-,41.80972222,-99.16805555,06787500,-,-,?
20394,10775,Fullerton,NE,Cedar River,03/04/1942,1942,-,41.39583333,-98.00027777,06792000,-,-,?
20395,10293,Omaha,NE,Missouri River,01/01/1942,1942,Freeze-up,41.25888888,-95.93111111,06610000,-,-,?
20396,10331,Bridgeport,NE,Pumpkin Creek,02/18/1942,1942,-,41.62722222,-103.03916666,06685000,-,-,?
20397,20010712114036,North Platte,NE,South Platte River,12/28/1941,1942,-,41.11944444,-100.76416666,06765500,-,-,?
20398,8733,International Boundary,MT,Middle Fork Poplar River,03/10/1942,1942,-,48.99027777,-105.68722222,06178000,-,-,?
20399,8131,Blaine,MT,Beaverhead River,02/20/1942,1942,-,45.38361111,-112.46166666,06018500,-,-,?
20400,8813,Yellowstone National Park,MT,Blacktail Deer Creek,04/04/1942,1942,-,44.94972222,-110.59722222,06189000,-,-,?
20401,8752,International Boundary,MT,East Poplar River,03/13/1942,1942,-,49.98333333,-105.41666666,06178500,-,-,?
20402,8244,Logan,MT,Gallatin River,01/03/1942,1942,-,45.88527777,-111.44333333,06052500,-,-,?
20403,8226,Bozeman,MT,Hyalite Creek,01/03/1942,1942,-,45.56166666,-111.07805555,06050000,-,-,?
20404,8208,Three Forks,MT,Madison River,02/17/1942,1942,-,45.82361111,-111.49916666,06042500,-,-,?
20405,8200,West Yellowstone,MT,Madison River,01/08/1942,1942,-,44.65694444,-111.07777777,06037500,-,-,?
20406,11212,Manila,AR,Big Lake Outlet River,01/08/1942,1942,-,35.88361111,-90.16138888,07046500,-,-,?
20407,11213,Parkin,AR,St. Francis River,01/09/1942,1942,-,35.26333333,-90.57111111,07047800,-,-,?
20408,19991208124806,Twin Springs,ID,Boise River,01/05/1942,1942,-,43.66666666,-115.73333333,13185000,-,-,Unknown
20409,19991209082524,Lowman,ID,Clear Creek,06/09/1942,1942,-,44.08333333,-115.61666666,13234500,-,-,Unknown
20410,19991214100144,Kamiah,ID,Clearwater River,01/01/1942,1942,-,46.23333333,-116.01666666,13339000,-,-,Unknown
20411,19991214101257,Spaulding,ID,Clearwater River,01/09/1942,1942,-,46.45138888,-116.82361111,13342500,-,-,Unknown
20412,19991208094038,Howe,ID,Little Lost River,01/24/1942,1942,-,43.88333333,-113.1,13119000,-,-,Unknown
20413,19991214100854,Winchester,ID,Mission Creek,03/09/1942,1942,-,46.18333333,-116.65,13342000,-,-,Unknown
20414,19991209085948,Gardena,ID,Porter Creek,01/04/1942,1942,Unknown,43.95,-116.18333333,13247000,-,-,Unknown
20415,19991209105420,Challis,ID,Salmon River,02/19/1942,1942,-,44.38333333,-114.73333333,13298500,-,-,Unknown
20416,11519,Salmon,ID,Salmon River,01/07/1942,1942,Freeze-up,45.18333333,-113.89277777,13302500,-,-,?
20417,19991208104613,Picabo,ID,Silver Creek,01/08/1942,1942,-,43.28333333,-114.01666666,13150500,-,-,Unknown
20418,11472,Lotus,ID,St. Maries River,01/28/1942,1942,-,47.24444444,-116.62861111,12415000,-,-,?
20419,19991209095315,Weiser,ID,Weiser River,02/22/1942,1942,-,44.3,-116.8,13266000,-,-,Unknown
20420,19991209095242,Weiser,ID,Weiser River,01/28/1942,1942,-,44.3,-116.8,13266000,-,-,Unknown
20421,10299,Northgate,CO,North Platte River,04/10/1942,1942,-,40.9375,-106.33361111,06620000,-,-,?
20422,7737,Wapello,IA,Iowa River,01/29/1942,1942,-,41.18,-91.16805555,05465500,-,-,?
20423,7798,Augusta,IA,Skunk River,01/28/1942,1942,-,40.75361111,-91.27722222,05474000,-,-,?
20424,3451,Goss Heights,MA,Middle Branch Westfield River,03/09/1942,1942,-,42.25861111,-72.87277777,01180500,-,-,?
20425,3468,New Boston,MA,West Branch Farmington River,03/09/1942,1942,-,42.07916666,-73.07833333,01185500,-,-,?
20426,3436,Knightville,MA,Westfield River,03/09/1942,1942,-,42.28777777,-72.85416666,01179500,-,-,?
20427,2647,Auburn,ME,Little Androscoggin River,03/09/1942,1942,-,44.06361111,-70.27694444,01058500,-,-,?
20428,2495,Amherst,ME,West Branch Union River,03/09/1942,1942,Break-up,44.84027777,-68.37277777,01023000,-,-,?
20429,3565,Thomaston,CT,Leadmine Brook,01/31/1942,1942,-,41.70166666,-73.05888888,01206500,-,-,?
20430,2943,Warrenville,CT,Mount Hope River,01/19/1942,1942,-,41.84361111,-72.16694444,01121000,-,-,?
20431,3503,Hartford,CT,North Branch Park River,02/01/1942,1942,-,41.78416666,-72.70638888,01191000,-,-,?
20432,3486,Riverton,CT,West Branch Farmington River,03/09/1942,1942,-,41.96277777,-73.01944444,01186000,-,-,?
20433,436,Brunswick,MO,Grand River,01/07/1942,1942,-,39.42333333,-93.13027777,?,-,-,?
20434,20010718111717,Gallatin,MO,Grand River,12/30/1941,1942,-,39.91444444,-93.96194444,?,-,-,?
20435,11175,St. Louis,MO,Mississippi River,01/02/1942,1942,Closure,38.6175,-90.16805555,07010000,-,-,?
20436,11076,Kansas City,MO,Missouri River,01/03/1942,1942,-,39.11194444,-94.5975,06893000,-,-,?
20437,11538,Touchet,WA,Touchet River,01/27/1942,1942,-,46.04166666,-118.68611111,14017500,-,-,?
20438,5732,East Barre,VT,Jail Branch,03/09/1942,1942,-,44.15833333,-72.44388888,04284000,-,-,?
20439,5822,Moretown,VT,Mad River,03/09/1942,1942,-,44.27722222,-72.74527777,04288000,-,-,?
20440,5680,Fair Haven,VT,Poultney River,03/10/1942,1942,-,43.62416666,-73.31388888,04280000,-,-,?
20441,3248,Saxtons River,VT,Saxtons River,03/09/1942,1942,-,43.13722222,-72.49833333,01154000,-,-,?
20442,3163,Bethel,VT,White River,03/09/1942,1942,-,43.8125,-72.66527777,01142000,-,-,?
20443,3242,Brockways Mills,VT,Williams River,12/11/1941,1942,-,43.20861111,-72.51944444,01153500,-,-,?
20444,11404,Watson,UT,White River,03/14/1942,1942,-,40.00055555,-109.09444444,09306500,-,-,?
20445,3293,Gilsum,NH,Ashuelot River,03/09/1942,1942,-,43.03916666,-72.27666666,01157000,-,-,?
20446,2819,Penacook,NH,Contoocook River,01/01/1942,1942,-,43.15277777,-71.85333333,01085000,-,-,?
20447,2734,Lincoln,NH,East Branch Pemigewasset River,03/09/1942,1942,-,44.05638888,-71.64666666,01074500,-,-,?
20448,2726,Newmarket,NH,Lamprey River,03/12/1942,1942,-,43.1025,-70.96166666,01073500,-,-,?
20449,3305,Keene,NH,Otter Brook,03/09/1942,1942,-,42.96527777,-72.24444444,01158500,-,-,?
20450,2715,Durham,NH,Oyster River,03/09/1942,1942,-,43.14861111,-70.9625,01073000,-,-,?
20451,2862,Goffstown,NH,South Branch Piscataquog River,03/09/1942,1942,-,43.01361111,-71.64694444,01091000,-,-,?
20452,2844,North Chichester,NH,Suncook River,03/10/1942,1942,-,43.25638888,-71.3725,01089500,-,-,?
20453,4519,Parkers Landing,PA,Allegheny River,01/17/1942,1942,-,41.10055555,-79.66805555,03031500,-,-,?
20454,13,Schenley,PA,Allegheny River,02/22/1942,1942,-,40.68444444,-79.66194444,?,-,-,?
20455,4555,Salisbury,PA,Big Piney Run,03/09/1942,1942,-,39.72611111,-79.04027777,03078500,-,-,?
20456,4570,Ursina,PA,Laurel Hill Creek,01/19/1942,1942,-,39.82027777,-79.33166666,03080000,-,-,?
20457,19991117095913,Ursina,PA,Laurel Hill Creek,01/19/1942,1942,-,39.82083333,-79.32083333,03080000,-,-,Unknown
20458,3901,Lehighton,PA,Lehigh River,01/04/1942,1942,-,40.82916666,-75.70611111,01449000,-,-,?
20459,4530,McCormick,PA,Little Mahoning Creek,01/20/1942,1942,-,40.83611111,-79.11027777,03034500,-,-,?
20460,19991116121850,Lovelton,PA,North Fork Mehoopany Creek,02/17/1942,1942,-,41.53055555,-76.15555555,01533500,-,-,Unknown
20461,4618,Wurtemburg,PA,Slippery Rock Creek,02/06/1942,1942,-,40.88388888,-80.24444444,03106500,-,-,?
20462,4599,Pymatuning Dam,PA,Sugar Run,02/16/1942,1942,-,41.49722222,-80.4625,03101000,-,-,?
20463,4097,Towanda,PA,Susquehanna River,01/09/1942,1942,-,41.76527777,-76.44361111,01531500,-,-,?
20464,4119,Luzerne,PA,Toby Creek,02/17/1942,1942,-,41.28083333,-75.89277777,01537000,-,-,?
20465,19991116123820,Luzerne,PA,Toby Creek,02/17/1942,1942,-,41.28194444,-75.89583333,01537000,-,-,Unknown
20466,19991214092503,Union,OR,Catherine Creek,01/06/1942,1942,-,45.15555555,-117.77777777,13320000,-,-,Unknown
20467,9653,Buffalo Gap,SD,Beaver Creek,01/08/1942,1942,-,43.46555555,-103.31361111,06402500,-,-,?
20468,11602,Post,OR,Crooked River,01/28/1942,1942,-,44.11666666,-120.26388888,14079500,-,-,?
20469,11585,Bend,OR,Deschutes River,01/02/1942,1942,-,44.08305555,-121.31361111,14070501,-,-,?
20470,19991214090533,La Grande,OR,Grande Ronde River,01/09/1942,1942,-,45.35,-118.13333333,13319000,-,-,Unknown
20471,19991209103325,Imnaha,OR,Imnaha River,01/08/1942,1942,-,45.56666666,-116.83333333,13292000,-,-,Unknown
20472,19991214093755,Imbler,OR,Indian Creek,01/01/1942,1942,-,45.43333333,-117.82222222,13323600,-,-,Unknown
20473,11569,Monument,OR,North Fork John Day River,01/27/1942,1942,-,44.81388888,-119.43194444,14046000,-,-,?
20474,19991208141705,Beulah,OR,North Fork Malheur River,01/03/1942,1942,-,43.96666666,-118.18333333,13216500,-,-,Unknown
20475,19991209101100,Baker,OR,Powder River,01/09/1942,1942,-,44.65555555,-117.875,13275500,-,-,Unknown
20476,19991201120842,Dayton,IL,Fox River,02/06/1942,1942,-,41.38722222,-88.78916666,05552500,-,-,?
20477,7877,Momence,IL,Kankakee River,01/05/1942,1942,-,41.16,-87.66666666,05520500,-,-,?
20478,1007,Cairo,IL,Mississippi River,01/09/1942,1942,-,37.00527777,-89.17638888,?,-,-,?
20479,1349,Moline,IL,Rock River,12/16/1941,1942,-,41.50666666,-90.515,?,-,-,?
20480,5035,Frankenmuth,MI,Cass River,03/10/1942,1942,-,43.32777777,-83.74583333,04151500,-,-,?
20481,4730,Fortville,IN,Fall Creek,02/07/1942,1942,-,39.95416666,-85.87222222,03351500,-,-,?
20482,4704,Delphi,IN,Wabash River,02/07/1942,1942,-,40.59055555,-86.6875,03329500,-,-,?
20483,4714,Lafayette,IN,Wabash River,01/04/1942,1942,-,40.42194444,-86.89277777,03335500,-,-,?
20484,6636,Lancaster,MN,State ditch 85,03/29/1942,1942,-,48.86722222,-96.66666666,05096500,-,-,?
20485,6829,Caribou,MN,Roseau River,11/10/1941,1942,-,48.98166666,-96.46222222,05112000,-,-,?
20486,6807,Ross,MN,Roseau River,10/02/1941,1942,-,48.91027777,-95.93083333,05107500,-,-,?
20487,6830,Caribou,MN,Roseau River,04/01/1942,1942,-,48.98166666,-96.46222222,05112000,-,-,?
20488,6375,Goodridge,MN,Red Lake River,03/29/1942,1942,-,48.04277777,-95.81361111,05075000,-,-,?
20489,6487,Crookston,MN,Red Lake River,04/04/1942,1942,-,47.77555555,-96.61055555,05079000,-,-,?
20490,6791,Pine Creek,MN,Pine Creek,03/28/1942,1942,-,48.99305555,-95.93055555,05107000,-,-,?
20491,5988,Detroit Lakes,MN,Otter Tail River,02/28/1942,1942,-,46.83666666,-95.6875,05030000,-,-,?
20492,6640,Northcote,MN,North Branch Two Rivers,04/02/1942,1942,-,48.81833333,-97.05861111,05097500,-,-,?
20493,6627,Lancaster,MN,North Branch Two Rivers,03/26/1942,1942,-,48.88916666,-96.66666666,05096000,-,-,?
20494,6626,Lancaster,MN,North Branch Two Rivers,03/26/1942,1942,-,48.88916666,-96.66666666,05096000,-,-,?
20495,6457,Red Lake Falls,MN,Clearwater River,03/27/1942,1942,-,47.8875,-96.27361111,05078500,-,-,?
20496,6432,Plummer,MN,Clearwater River,03/26/1942,1942,-,47.92333333,-96.04,05078000,-,-,?
20497,6260,Twin Valley,MN,Wild Rice River,04/03/1941,1941,-,47.26666666,-96.24555555,05062500,-,-,?
20498,102027,Richland,MT,West Fork Poplar River,03/22/1941,1941,Unknown,48.8071222,-106.0211972,6180000,-,-,-
20499,102355,Wibaux,MT,Beaver Creek,03/06/1941,1941,Unknown,46.9899222,-104.1837667,6336500,-,-,-
20500,100577,West Yellowstone,MT,Madison River,12/17/1940,1941,Unknown,44.6570722,-111.0679639,6037500,-,-,-
20501,100713,Vaughn,MT,Sun River,12/28/1940,1941,Unknown,47.52577778,-111.511036,6089000,-,-,-
20502,100550,Sappington,MT,Jefferson River,12/13/1940,1941,Unknown,45.8037111,-111.752261,6034500,-,-,-
20503,100272,Fort Benton,MT,Missouri River,01/27/1941,1941,Unknown,47.8169111,-110.6661417,6090800,-,-,-
20504,4663,Point Pleasant,WV,Ohio River,02/24/1941,1941,-,38.84027777,-82.14694444,03201500,-,-,?
20505,7449,Neillsville,WI,Black River,04/02/1941,1941,-,44.55944444,-90.61083333,05381000,-,-,Unknown
20506,19991202083647,Cedarburg,WI,Cedar Creek,03/24/1941,1941,-,43.32305555,-87.98055555,04086500,-,-,?
20507,19991202081411,Fond du Lac,WI,East Branch Fond du Lac River,03/26/1941,1941,-,43.75416666,-88.45277777,04083500,-,-,Unknown
20508,4866,Royalton,WI,Little Wolf River,04/02/1941,1941,-,44.4125,-88.85416666,04080000,-,-,?
20509,1061,Prairie du Chien,WI,Mississippi River,03/21/1941,1941,-,43.06166666,-91.17805555,-,-,-,?
20510,4830,Gillett,WI,Oconto River,04/04/1941,1941,-,44.86472222,-88.31333333,04071000,-,-,?
20511,11204,Clinton,WI,Turtle Creek,03/03/1941,1941,-,42.5575,-88.85666666,07040005,-,-,?
20512,4876,Waupaca,WI,Waupaca River,01/06/1941,1941,-,44.33055555,-88.99888888,04081000,-,-,?
20513,7503,Wisconsin Dells,WI,Wisconsin River,01/03/1941,1941,-,43.60611111,-89.76444444,05404000,-,-,?
20514,5659,Willsboro,NY,Boquet River,12/29/1940,1941,-,44.35833333,-73.39305555,04276500,-,-,?
20515,5304,Ebenezer,NY,Cazenovia Creek,12/07/1940,1941,-,42.82972222,-78.77694444,04215500,-,-,?
20516,3967,Greene,NY,Chenango River,12/30/1940,1941,-,42.32444444,-75.77666666,01507000,-,-,?
20517,5618,Au Sable Forks,NY,East Branch Ausable River,12/29/1940,1941,-,44.43888888,-73.66805555,04275000,-,-,?
20518,5575,Perry Mills,NY,Great Chazy River,12/30/1940,1941,-,45,-73.5,04271500,-,-,?
20519,3577,Gooley,NY,Hudson River,12/30/1940,1941,-,43.83194444,-74.18722222,01314000,-,-,?
20520,3611,Broadalbin,NY,Kennyetto Creek,12/28/1940,1941,-,43.06583333,-74.16555555,01323000,-,-,?
20521,4061,Canisteo,NY,Bennett Creek,03/04/1941,1941,-,42.26555555,-77.59805555,01525000,-,-,?
20522,5285,Gardenville,NY,Buffalo Creek,03/04/1941,1941,-,42.85472222,-78.76416666,04214500,-,-,?
20523,3853,Callicoon,NY,Callicoon Creek,02/08/1941,1941,-,41.76083333,-75.04027777,01427500,-,-,?
20524,4047,Arkport,NY,Canisteo River,03/03/1941,1941,-,42.39583333,-77.70666666,01521500,-,-,?
20525,168,Lancaster,NY,Cayuga Creek,03/24/1941,1941,-,42.90055555,-78.67055555,?,-,-,?
20526,3957,Sherburne,NY,Chenango River,03/20/1941,1941,Break-up,42.67861111,-75.50083333,01505000,-,-,?
20527,5338,Portageville,NY,Genesee River,03/04/1941,1941,-,42.57027777,-78.03972222,04223000,-,-,?
20528,5432,Fayetteville,NY,Limestone Creek,03/19/1941,1941,-,43.03,-76.00111111,04245000,-,-,?
20529,3835,Delhi,NY,Little Delaware River,03/07/1941,1941,-,42.25222222,-74.91111111,01422500,-,-,?
20530,3796,Arena,NY,Mill Brook,03/04/1941,1941,-,42.10611111,-74.72638888,01414500,-,-,?
20531,3708,Troy,NY,Poesten Kill,02/08/1941,1941,-,42.73333333,-73.64666666,01358500,-,-,?
20532,3724,Rosendale,NY,Rondout Creek,02/08/1941,1941,-,41.84305555,-74.0975,01367500,-,-,?
20533,5604,Saranac,NY,Saranac River,03/20/1941,1941,-,44.64583333,-73.74583333,04273000,-,-,?
20534,3692,Burtonsville,NY,Schoharie Creek,02/08/1941,1941,-,42.8,-74.265,01351500,-,-,?
20535,3681,Prattsville,NY,Schoharie Creek,02/08/1941,1941,-,42.31944444,-74.44333333,01350000,-,-,?
20536,4469,Gardiner,NY,Wallkill River,02/08/1941,1941,-,41.69111111,-74.16305555,01371500,-,-,?
20537,3736,Pellets Island Mountain,NY,Wallkill River,02/08/1941,1941,-,41.38055555,-74.4125,01370000,-,-,?
20538,3738,Phillipsburg,NY,Wallkill River,02/08/1941,1941,-,41.4325,-74.37277777,01370500,-,-,?
20539,1649,Silver Creek,NY,Walnut Creek,01/01/1941,1941,-,42.54944444,-79.17222222,?,-,-,?
20540,5248,Ashtabula,OH,Ashtabula River,03/04/1941,1941,-,41.85555555,-80.765,04212500,-,-,?
20541,20010719110840,Sidney,OH,Great Miami River,01/07/1941,1941,-,40.28694444,-84.165,03261500,-,-,?
20542,5181,Fremont,OH,Sandusky River,02/09/1941,1941,-,41.30777777,-83.16527777,04198000,-,-,?
20543,5160,Upper Sandusky,OH,Sandusky River,02/06/1941,1941,-,40.85055555,-83.26444444,04196500,-,-,?
20544,3882,Huntsville,NJ,Pequest River,03/08/1941,1941,-,40.98111111,-74.77694444,01445000,-,-,?
20545,9529,Breien,ND,Cannonball River,03/10/1941,1941,-,46.37583333,-100.94333333,06354000,-,-,?
20546,6537,Fordville,ND,Forest River,04/08/1941,1941,-,48.19722222,-97.72611111,05084000,-,-,?
20547,9447,Mandan,ND,Heart River,03/27/1941,1941,-,46.83666666,-100.98055555,06349000,-,-,?
20548,9176,Williston,ND,Missouri River,04/01/1941,1941,-,48.11111111,-103.725,06330000,-,-,?
20549,6869,Foxholm,ND,Souris River,04/09/1941,1941,-,48.37222222,-101.50027777,05116000,-,-,?
20550,6854,Sherwood,ND,Souris River,04/06/1941,1941,-,48.99,-101.96194444,05114000,-,-,?
20551,6914,Karlsruhe,ND,Wintering River,03/31/1941,1941,-,48.17055555,-100.53944444,05120500,-,-,?
20552,10372,Hershey,NE,Birdwood Creek,12/15/1940,1941,-,41.22222222,-101.07805555,06692000,-,-,?
20553,10608,Arcadia,NE,Middle Loup River,11/26/1940,1941,-,41.42222222,-99.14666666,06779000,-,-,?
20554,10432,Odessa,NE,Platte River,12/29/1940,1941,-,40.66222222,-99.26388888,06770000,-,-,?
20555,10814,Genoa,NE,Beaver Creek,03/09/1941,1941,-,41.44222222,-97.74472222,06794000,-,-,?
20556,10708,Burwell,NE,Calamus River,01/20/1941,1941,-,41.80972222,-99.16805555,06787500,-,-,?
20557,10578,Walworth,NE,Middle Loup River,03/05/1941,1941,-,41.65555555,-99.57777777,06777500,-,-,?
20558,10738,Scotia,NE,North Loup River,03/09/1941,1941,-,41.45833333,-98.70666666,06789000,-,-,?
20559,20010712133852,North Platte,NE,North Platte River,12/12/1940,1941,-,41.15361111,-100.76416666,06693000,-,-,?
20560,20010712120527,North Platte,NE,North Platte River,11/11/1940,1941,-,41.15361111,-100.76416666,06693000,-,-,?
20561,20010712134559,North Platte,NE,North Platte River,02/21/1941,1941,-,41.15361111,-100.76416666,06693000,-,-,?
20562,20010712134126,North Platte,NE,North Platte River,01/04/1941,1941,-,41.15361111,-100.76416666,06693000,-,-,?
20563,20010712134418,North Platte,NE,North Platte River,01/17/1941,1941,-,41.15361111,-100.76416666,06693000,-,-,?
20564,10502,Duncan,NE,Platte River,02/07/1941,1941,-,41.36777777,-97.49888888,06774000,-,-,?
20565,20010712094528,North Platte,NE,South Platte River,12/13/1940,1941,-,41.11944444,-100.76416666,06765500,-,-,?
20566,20010712094139,North Platte,NE,South Platte River,11/11/1940,1941,-,41.11944444,-100.76416666,06765500,-,-,?
20567,10405,North Platte,NE,South Platte River,02/24/1941,1941,-,41.11944444,-100.76416666,06765500,-,-,?
20568,20010712113353,North Platte,NE,South Platte River,01/04/1941,1941,-,41.11944444,-100.76416666,06765500,-,-,?
20569,20010712113743,North Platte,NE,South Platte River,02/24/1941,1941,-,41.11944444,-100.76416666,06765500,-,-,?
20570,20010712113531,North Platte,NE,South Platte River,01/17/1941,1941,-,41.11944444,-100.76416666,06765500,-,-,?
20571,8225,Bozeman,MT,Hyalite Creek,12/15/1940,1941,-,45.56166666,-111.07805555,06050000,-,-,?
20572,8170,Sappington,MT,Jefferson River,12/13/1940,1941,-,45.80416666,-111.76388888,06034500,-,-,?
20573,8199,West Yellowstone,MT,Madison River,12/17/1940,1941,-,44.65694444,-111.07777777,06037500,-,-,?
20574,8299,Vaughn,MT,Sun River,12/28/1940,1941,-,47.52694444,-111.49833333,06089000,-,-,?
20575,8577,International Boundary,MT,Battle Creek,03/21/1941,1941,-,48.95,-109.43333333,06149500,-,-,?
20576,11681,Wibaux,MT,Beaver Creek,03/06/1941,1941,-,46.98888888,-104.18611111,65920104,-,-,?
20577,8751,International Boundary,MT,East Poplar River,03/27/1941,1941,-,49.98333333,-105.41666666,06178500,-,-,?
20578,8664,International Boundary,MT,Horse Creek,03/22/1941,1941,-,48.98888888,-106.83361111,06169000,-,-,?
20579,8564,International Boundary,MT,Lodge Creek,03/20/1941,1941,-,48.98333333,-109.71666666,06144500,-,-,?
20580,8675,International Boundary,MT,McEachern Creek,03/19/1941,1941,-,48.99166666,-106.93166666,06170000,-,-,?
20581,8732,International Boundary,MT,Middle Fork Poplar River,03/08/1941,1941,-,48.99027777,-105.68722222,06178000,-,-,?
20582,8550,Lohman,MT,Milk River,03/08/1941,1941,-,48.60194444,-109.39305555,06143000,-,-,?
20583,8685,Nashua,MT,Milk River,03/31/1941,1941,-,48.12972222,-106.35416666,06174500,-,-,?
20584,8307,Nashua,MT,Missouri River,01/27/1941,1941,-,47.8175,-110.66583333,06090800,-,-,?
20585,8372,Virgelle,MT,Missouri River,02/28/1941,1941,-,48.005,-110.26444444,06109500,-,-,?
20586,8704,Wolf Point,MT,Missouri River,03/30/1941,1941,-,48.06666666,-105.52083333,06177000,-,-,?
20587,8397,Zortman,MT,Missouri River,03/26/1941,1941,-,47.73083333,-108.94333333,06115000,-,-,?
20588,8791,Bredette,MT,Poplar River,03/25/1941,1941,-,48.41666666,-105.20555555,06180500,-,-,?
20589,8722,Circle,MT,Redwater River,01/01/1941,1941,-,47.41416666,-105.57861111,06177500,-,-,?
20590,8649,International Boundary,MT,Rock Creek,03/22/1941,1941,-,48.98888888,-106.79527777,06168500,-,-,?
20591,8772,International Boundary,MT,West Fork Poplar River,03/20/1941,1941,-,49,-106.36666666,06179500,-,-,?
20592,8782,Richland,MT,West Fork Poplar River,03/22/1941,1941,-,48.83333333,-106.08333333,06179500,-,-,?
20593,8591,International Boundary,MT,Woodpile Coulee,03/22/1941,1941,-,48.98333333,-109.52083333,06150000,-,-,?
20594,11438,Miles City,MT,Yellowstone River,03/23/1941,1941,-,46.34555555,-105.81361111,10100004,-,-,?
20595,19991208131039,Idaho City,ID,Bannock Creek,12/15/1940,1941,-,43.80833333,-115.775,13196500,-,-,Unknown
20596,19991209084149,Lowman,ID,Deadwood River,12/09/1940,1941,-,44.08333333,-115.66666666,13237000,-,-,Unknown
